pgpid,url,iiif_urls,fragment_urls,shelfmark,multifragment,side,region,type,tags,description,scholarship_records,shelfmarks_historic,languages_primary,languages_secondary,language_note,doc_date_original,doc_date_calendar,doc_date_standard,inferred_date_display,inferred_date_standard,inferred_date_rationale,inferred_date_notes,initial_entry,last_modified,input_by,library,collection,has_transcription,has_translation,notes,needs_review,status,url_admin
5424,https://geniza.princeton.edu/documents/5424/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00012-00527,https://cudl.lib.cam.ac.uk/view/MS-TS-00012-00527,T-S 12.527,,,,Legal document,"IB2, India, testimony","Legal testimony. In Judaeo-Arabic. Location: Fustat. Dating: ca. 1156 CE. Sitt al-Ahl bt. Sayyid al-Kull, the widow of Hiba b. Abū Saʿd who had drowned near Aden (see PER H 161), declares that she has received from Abū l-Surūr Peraḥya b. Tiqva ha-Levi known as Ibn al-Amʿaṭ, a certain sum from the estate of her late husband. Sitt al-Ahl's father Sayyid al-Kull is also known as the druggist Hillel b. Naḥman. (Information from India Book.)","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-04-20 04:33:11.884645+00:00,Alan Elbaum ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5424/change/
5425,https://geniza.princeton.edu/documents/5425/,https://princetongenizalab.github.io/iiif/bodleian/e/ms-heb-e-98-67.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_162#MS_Heb_e_98-part56,Bodl. MS heb. e 98/67,,,,Letter,"IB2, India","Letter from Khalaf b. Yiṣḥaq to Egypt. Aden, ca. 1130-39.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. e 98, fol. 67; Bodl. MS Heb. e 98, f. 67",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-02-06 15:40:33.912699+00:00,Gillian Rosenberg ; Sarah Nisenson,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5425/change/
5426,https://geniza.princeton.edu/documents/5426/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-75-19.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_94#MS_Heb_d_75-part19,Bodl. MS heb. d 75/19,,,,Letter,"IB2, India, illness letter 969-1517, Illness",Letter from Amram b. Yosef to Nahray b. Nissim inquiring about a letter sent to Aden Alexandria. Dating: 1094–97. ʿAmram has suffered from ophthalmia for one year and cannot find anyone to cure it. He excuses himself from coming in person to pay his respects to the Nagid and asks Nahray to represent him. ASE.,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 75, f. 19; Bodl. MS Heb. d 75, fol. 19",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-03-14 20:21:45.309514+00:00,Alan Elbaum ; Marina Rustow ; Sarah Nisenson,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5426/change/
5427,https://geniza.princeton.edu/documents/5427/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00005 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00007-00013 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-K-00025-00252,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00005 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00007-00013 ; https://cudl.lib.cam.ac.uk/view/MS-TS-K-00025-00252,T-S NS J5 + T-S 13J7.13 + T-S K25.252,,,,Letter,"IB2, India","Letter from Maḍmūn b. Ḥasan, in Aden, to Avraham Ben Yiju. Dating: 1133–40 CE. This is the original in the hand of Maḍmūn. There is a copy made by Maḍmūn's scribe found in T-S AS 154.116 + T-S 24.66 (PGPID 5457).","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards.","TS 13 J 7, f. 13; TS 13 J 7, fol. 13; TS Box 13 J 7, f. 13; TS Box 13 J 7, fol. 13 ; TS K, 25, fol. 252; TS K, 25, f. 252; TS Box K, 25, fol. 252; TS Box K, 25, f. 252",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2024-01-25 06:24:47.372625+00:00,Alan Elbaum ; Geniza Lab team ; Marina Rustow ; Rachel Richman,CUL ; CUL ; CUL,"CUL, T-S ; CUL, T-S ; CUL, T-S",Y,N,,full transcription pending digitization,Public,https://geniza.princeton.edu/admin/corpus/document/5427/change/
5430,https://geniza.princeton.edu/documents/5430/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00010-J-00016-00015,https://cudl.lib.cam.ac.uk/view/MS-TS-00010-J-00016-00015/1,T-S 10J16.15,,,,Letter,"IB2, India, 12th c, business, informal note, memorandum","Letter. Memorandum from Abu Zikri Kohen to Mahruz. Alexandria, ca. 1136-1149.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 10 J 16, fol. 15; TS 10 J 16, f. 15; TS Box 10 J 16, f. 15; TS Box 10 J 16, fol. 15",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-07-26 19:34:43.432969+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5430/change/
5431,https://geniza.princeton.edu/documents/5431/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00010-J-00016-00002,https://cudl.lib.cam.ac.uk/view/MS-TS-00010-J-00016-00002/1,T-S 10J16.2,,,,Letter,"IB2, India, Nahray B. Nissim, 11th c","Letter from Amram b. Yosef, probably from Alexandria, to Nahray b. Nissim, Fustat. Around 1075. Regarding a shipment of palm leaves that arrived from outside of Egypt. In addition, mentions purchase of wheat and a disagreement about packaging cloth that belongs to the writer but another person named Muslim (probably his Jewish name is Meshulam) denies that is his. (Information from Gil, Kingdom, Vol. 4, #679) VMR","Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 10 J 16, fol. 2; TS Box 10 J 16, fol. 2; TS 10 J 16, f. 2; TS Box 10 J 16, f. 2",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-03-14 20:23:03.979279+00:00,Marina Rustow ; Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5431/change/
5433,https://geniza.princeton.edu/documents/5433/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00037-00001 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-AR-00005-00002,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00037-00001 ; https://cudl.lib.cam.ac.uk/view/MS-TS-AR-00005-00002,T-S 8J37.1 + T-S Ar.5.2,,,,Letter,"India, IB4, informal note, memorandum",Memorandum from Maḍmūn b. Ḥasan to Ḥalfon ha-Levi b. Netan'el. Location: Aden. Dating: ca. 1135 CE. IB ח23 (ב34+ב33).,"S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein and Mordechai Akiva Friedman, Ḥalfon the Traveling Merchant Scholar : Cairo Geniza Documents‎ (in Hebrew) (2013), vol. 4.","TS 8 J 37, f. 1; TS Box 8 J 37, f. 1; TS 8 J 37, fol. 1; TS Box 8 J 37, fol. 1 ; TS Arabic Box 5, f. 2; TS Arabic Box 5, fol. 2",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2023-11-12 22:39:01.724067+00:00,Abigail Glickman ; Dan Sachs ; Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,CUL ; CUL,"CUL, T-S ; CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5433/change/
5436,https://geniza.princeton.edu/documents/5436/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00015-00024,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00015-00024,T-S 8J15.24,,,,Letter,"IB2, India","Letter from Mukhtar b. Yaʿaqov to Sa'id b. Naja describing Ḥasan b. Bundar's assistance. Aden, ca. 1100.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.","TS 8 J 15, fol. 24; TS Box 8 J 15, f. 24; TS Box 8 J 15, fol. 24; TS 8 J 15, f. 24",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-08-29 15:34:39.009432+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,CUL,"CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5436/change/
5439,https://geniza.princeton.edu/documents/5439/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00006-J-00002-00010,https://cudl.lib.cam.ac.uk/view/MS-TS-00006-J-00002-00010,T-S 6J2.10,,,,Letter,"Moshe b. Levi, IB2, India, illness letter 969-1517, illness: poverty, disability, disability: vision, Illness","Letter from a certain Ḥ[alfon] (?) to Shemarya b. David requesting an appointment as a religious functionary. Egypt, 1213 (?). He cannot work because of his weak vision. The handwriting resembles that of Moshe b. Levi (d. 1212), who may have written the letter on behalf of the petitioner—but this is speculative. ASE.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 6 J 2, f. 10; TS 6 J 2, fol. 10; TS Box 6 J 2, fol. 10; TS Box 6 J 2, f. 10",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-02-06 15:43:11.478782+00:00,Gillian Rosenberg ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5439/change/
5440,https://geniza.princeton.edu/documents/5440/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00025-00006,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00025-00006,T-S 13J25.6,,,,Letter,"IB2, India, illness letter 969-1517, illness: cost, illness: despair, thanks, illness: recovered, Illness","Letter from Ḥalfon b. Menashshe to Avraham b. Bundār. Location: Fustat. Dating: Early 12th century. Ornate thank you letter and narrative in which Ḥalfon b. Menashshe expresses gratitude for the wealthy Adeni merchants Avraham b. Bundar and the ""Leader of the Congregations (either Ḥasan b. Bundar or his son Bundar II) who saved him from the debts that confronted him when he emerged from his life-threatening illness (r31–v2). ""Ḥalfon was inflicted by a dangerous and protracted illness, and hopes for his recovery had already been lost. He did recover, but despite the helpfulness of the community and the devoted care of the physicians, he was forced to sell everything in the house, including his Sabbath clothing, and to incur debts to the amount of 12 dinars."" Partial trans. Goitein and Friedman, India Traders, p. 44, and summarized in detail 306f.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards.","TS 13 J 25, fol. 6; TS 13 J 25, f. 6; TS Box 13 J 25, f. 6; TS Box 13 J 25, fol. 6",Judaeo-Arabic,,,,,,,,,,2018-11-01 04:00:00+00:00,2022-09-01 18:57:42.123615+00:00,Alan Elbaum ; Marina Rustow ; Rachel Richman,CUL,"CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5440/change/
5447,https://geniza.princeton.edu/documents/5447/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00016-00345,https://cudl.lib.cam.ac.uk/view/MS-TS-00016-00345,T-S 16.345,,,,Letter,"IB2, India","Two copies of a letter from Mahruz to Sulayman b. Abu Zikri Kohen before sailing back to India. Aden, ca. 1137-1147.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-01-12 02:11:10.618554+00:00,Gillian Rosenberg ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5447/change/
5448,https://geniza.princeton.edu/documents/5448/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00241 ; https://princetongenizalab.github.io/iiif/jrl/b/b-4089.json ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00001,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00241 ; https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4089%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00001,"Moss. IV,21.1 + T-S NS J241 + JRL Series B 4089 + T-S NS J240 + T-S 20.137 + T-S NS J1",,,,Letter,"IB2, India","India Book II, 22a (T-S NS J240). See PGPID 5479.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-07-17 23:07:19.227538+00:00,Alan Elbaum ; Geniza Lab team ; Gillian Rosenberg ; Marina Rustow,Mosseri ; CUL ; JRL ; CUL ; CUL ; CUL,"Mosseri, Moss. ; CUL, T-S ; JRL ; CUL, T-S ; CUL, T-S ; CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5448/change/
5449,https://geniza.princeton.edu/documents/5449/,https://cudl.lib.cam.ac.uk/iiif/MS-MOSSERI-IV-00007,https://cudl.lib.cam.ac.uk/view/MS-MOSSERI-IV-00007,"Moss. IV,7",,,,Letter,"IB2, India","Letter on the forced conversion of Yemenite Jews, but business as usual. Aden, August 1199.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",L 12,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-02-06 15:47:19.613147+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow,Mosseri,"Mosseri, Moss.",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5449/change/
5451,https://geniza.princeton.edu/documents/5451/,https://cudl.lib.cam.ac.uk/iiif/MS-MOSSERI-II-00160,https://cudl.lib.cam.ac.uk/view/MS-MOSSERI-II-00160,"Moss. II,160",,,,Letter,"IB2, India","Letter from Khiyār b. Yaʿaqov to Netanʾel b. Yefet (aka Abū l-Mufaḍḍal Hibatallāh b. Ḥusayn). In Judaeo-Arabic. The letter concerns a consignment of mercury (zaybaq), which he was unable to sell in Alexandria, since the price was not yet fixed, while in the bourse of Qāḍī Rajā (in Fustat) it went for 14 dinars per qintar. No merchandise and no letter in the ship from the Maghrib. In the postscript, mentions traders returning from India and alludes to the concern about the disappearance of Abū l-Faraj Nissim. (Information from Goitein's index card and from India Book.) On the sender, see ENA NS 45.30 (PGPID 12147) and the related documents linked there.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. Partial. Awaiting full transcription. ; S. D. Goitein, index cards.",,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2023-06-18 18:49:53.879594+00:00,Alan Elbaum ; Geniza Lab team ; Marina Rustow ; Rachel Richman,Mosseri,"Mosseri, Moss.",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5451/change/
5452,https://geniza.princeton.edu/documents/5452/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00020-00130,https://cudl.lib.cam.ac.uk/view/MS-TS-00020-00130,T-S 20.130,,,,Letter,"IB2, India, Mangalore","Letter from Madmun b. Ḥasan to Avraham Ibn Yiju. Aden, 1133.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2023-11-20 14:46:10.903093+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,CUL,"CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5452/change/
5455,https://geniza.princeton.edu/documents/5455/,https://princetongenizalab.github.io/iiif/jrl/b/b-4089.json ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00241 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00001,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4089%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00241 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00001,"JRL Series B 4089 + T-S NS J241 + Moss. IV,21.1 + T-S NS J240 + T-S 20.137 + T-S NS J1",,,,Letter,"IB2, India, IB3","India Book, II, 21a (T-S NS J241). See PGPID 5479.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-07-17 23:06:48.494220+00:00,Alan Elbaum ; Dan Sachs ; Geniza Lab team ; Gillian Rosenberg ; Marina Rustow,JRL ; CUL ; Mosseri ; CUL ; CUL ; CUL,"JRL ; CUL, T-S ; Mosseri, Moss. ; CUL, T-S ; CUL, T-S ; CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5455/change/
5456,https://geniza.princeton.edu/documents/5456/,https://figgy.princeton.edu/concern/scanned_resources/6c2ff01d-ad38-4eb8-be71-ae9b0a5e826c/manifest,,ENA 2805.22,,,,Letter,"IB2, India, illness letter 969-1517, illness: relapse, illness: recovered, Illness","Letter from Amram b. Yosef to Nahray b. Nissim requesting to forward a letter to Hassan b. Bundar. Location: Alexandria. Dating: 1094–97 CE. ʿAmram congratulates Nissim (Nahray's son) on his recovery (r4–8). He gives Nahray advice about taking good care of his son following his recovery, because ""the relapse is worse than the illness"" (r25–30).","Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.","ENA 2805, fol. 22; ENA 2805, f. 22",Judaeo-Arabic,,,,,,,,,,2017-08-01 04:00:00+00:00,2023-03-14 20:22:41.178338+00:00,Amir Ashur ; Gillian Rosenberg ; Marina Rustow ; Oded Zinger ; Rachel Richman ; Tali Shemma,JTS,JTS,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5456/change/
5458,https://geniza.princeton.edu/documents/5458/,https://princetongenizalab.github.io/iiif/bodleian/b/ms-heb-b-11-22.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_9#MS_Heb_b_11-part21,Bodl. MS heb. b 11/22,,,,Letter,"IB2, India, Mangalore","Letter from Maḥrūz b. Yaʿaqov, Mangalore, to Abū Zikrī Yehuda b. Yosef ha-Kohen, Bharuch, Gujarat, ca. 1145–48. Abū Zikrī was a representative of the merchants in Fustat, stranded in Bharuch after having been captured by pirates near Tānā (modern Thane) in northern India — the same port from which Marco Polo reports piracy a century and a half later. Maḥrūz b. Yaʿaqov, his brother-in-law, is a nākhudā, a shipowner, and is in Mangalore, so invites Abū Zikrī to join him in his own ship heading back to Aden. Maḥrūz's sister (back in Fustat) was married to Abū Zikrī (Abū Zikrī's sister meanwhile was married to Maḍmūn b. Yefet, representative of the merchants in Aden). The letter is in the hand of Avraham Ibn Yijū. (Information from Goitein and Friedman, India Traders, 473–74, and from Chakravarti, “Horse Trade and Piracy at Tana (Thana, Maharashtra, India): Gleanings from Marco Polo,” JESHO 34 (1991): 159–82.) MR","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, Letters of Medieval Jewish Traders (1973).","Bodl. MS Heb. b 11 (Cat. 2874), f. 22; Bodl. MS Heb. b 11, fol. 22",Judaeo-Arabic,,,,,,ca. 1145–49,1145/1148,Other (please specify),"Goitein/Friedman: Ben Yijū is known to have been in India until the summer of 1139 and then from 1145–49; see page 648. The apparent reference to the sinking of al-Fawfalī’s ship (line 17) suggests that this letter was written during the second period of Ben Yijū’s stay in India, but III, 9 written to Ben Yijū while still in India, probably refers to al-Fawfalī (verso, lines 1–2), at a later time; see the introduction to that document (588–89). This suggests that our letter was written ca. 1145–48. The reconstruction will require reevaluation as the research on Abū Zikrī Kohen’s activities progresses.",2004-01-01 05:00:00+00:00,2023-12-11 03:53:13.157721+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,Bodl.,Bodl.,Y,Y,,,Public,https://geniza.princeton.edu/admin/corpus/document/5458/change/
5459,https://geniza.princeton.edu/documents/5459/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00028-00011,https://cudl.lib.cam.ac.uk/view/MS-TS-00028-00011,T-S 28.11,,,,Letter,"IB2, India, Yemen","Letter from Madmun b. David: Murder of the 'Caliph' and return of Jewish life to normalcy. Aden, 1202.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, Letters of Medieval Jewish Traders (1973).",,Judaeo-Arabic,,,17 Tammuz 1513,Seleucid,1202,,,,,2004-01-01 05:00:00+00:00,2022-12-21 16:51:15.805159+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Matthew Dudley ; Rachel Richman ; Yosef Ginsberg,CUL,"CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5459/change/
5460,https://geniza.princeton.edu/documents/5460/,https://princetongenizalab.github.io/iiif/bodleian/a/ms-heb-a-3-19.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_5#MS_Heb_a_3-part19,Bodl. MS heb. a 3/19,,,,Letter,"IB2, India","Letter from Madmun b. Ḥasan to Abu Zikri Kohen. Aden, 1130s.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, Letters of Medieval Jewish Traders (1973).","Bodl. MS Heb. a 3 (Cat. 2873), f. 19; Bodl. MS Heb. a 3, fol. 19",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-08-29 15:49:12.534071+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5460/change/
5462,https://geniza.princeton.edu/documents/5462/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00028-00020,https://cudl.lib.cam.ac.uk/view/MS-TS-00028-00020,T-S 28.20,,,,Letter,"IB2, India, illness letter 969-1517, Illness","Letter from Ḥalfon and Bundār b. Maḍmūn, in Aden, to Sulaymān b. Abū Zikrī Kohen, in Fustat. Dating: ca. 1150 CE. Maḍmūn's two sons write from Aden to express their sympathy on the death of Abū Zikrī Kohen to his son Sulaymān, Fustat ([A] 27 lines). They discuss unfinished business of the dead merchant ([B] 30 lines) and report briefly about the grave illness of their own father (""Do not ask how he (my father) is suffering from the strain of illnesses and constant pain,"" v1) and the well-being of the widow of Sulaymān's maternal unde, the shipowner Maḥrūz b. Yaʿaqov, and his children [C]. Information from India Traders (attached).","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards.",,Judaeo-Arabic,,,,,,,,,,2018-11-01 04:00:00+00:00,2022-09-30 21:26:40.259462+00:00,Alan Elbaum ; Marina Rustow ; Rachel Richman ; Yosef Ginsberg,CUL,"CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5462/change/
